species,tissue_type,cancer_type,cell_name,cellontology_id,marker,Symbol,GeneID
Mouse,Skin,Normal,Endothelial cell,CL_0000115,Cd34,Cd34,12490
Mouse,Skin,Normal,Lymphatic endothelial cell,CL_0002138,Pdpn,Pdpn,14726
Mouse,Skin,Normal,Endothelial cell,CL_0000115,Ly6e,Ly6e,17069
Mouse,Skin,Normal,Schwann cell,CL_0002573,Cadm4,Cadm4,260299
Mouse,Skin,Normal,Schwann cell,CL_0002573,Plp1,Plp1,18823
Mouse,Skin,Normal,Endothelial cell,CL_0000115,Cav1,Cav1,12389
Mouse,Skin,Normal,Endothelial cell,CL_0000115,Pecam1,Pecam1,18613
Mouse,Skin,Normal,Myeloid cell,CL_0000763,Cd68,Cd68,12514
Mouse,Skin,Normal,Lymphatic endothelial cell,CL_0002138,Lyve1,Lyve1,114332
Mouse,Skin,Normal,Lymphatic endothelial cell,CL_0002138,Ccl21a,Ccl21a,18829
Mouse,Skin,Normal,Endothelial cell,CL_0000115,Cd93,Cd93,17064
Mouse,Skin,Normal,Pan-macrophage,,CD68,,
Mouse,Skin,Normal,Pan–blood vessel cell,,CD31,,
Mouse,Skin,Normal,Dendritic cell,CL_0000451,Zbtb46,Zbtb46,72147
Mouse,Dorsal skin,Normal,Microglial cell,CL_0000129,Osm,Osm,18413
Mouse,Dorsal skin,Normal,M2 macrophage,CL_0000890,Mrc1,Mrc1,17533
Mouse,Dorsal skin,Normal,Regulatory T(Treg) cell,CL_0000670,PC61,,
Mouse,Dorsal skin,Normal,Microglial cell,CL_0000129,Cx3cr1,Cx3cr1,13051
Mouse,Dorsal skin,Normal,Macrophage,CL_0000235,CD11b,,
Mouse,Dorsal skin,Normal,Macrophage,CL_0000235,CD45,,
Mouse,Dorsal skin,Normal,M1 macrophage,CL_0000863,Ccr2,Ccr2,12772
Mouse,Dorsal skin,Normal,Microglial cell,CL_0000129,Ccr2,Ccr2,12772
Mouse,Dorsal skin,Normal,Macrophage,CL_0000235,F4/80,Adgre1,13733
Mouse,Dorsal skin,Normal,Microglial cell,CL_0000129,Aif-1,,
Mouse,Dorsal skin,Normal,Microglial cell,CL_0000129,Trem2,Trem2,83433
Mouse,Dorsal skin,Normal,Macrophage,CL_0000235,CD68,,
Mouse,Dorsal skin,Normal,Microglial cell,CL_0000129,Tmem119,Tmem119,231633
Mouse,Dorsal skin,Normal,Microglial cell,CL_0000129,Apoe,Apoe,11816
Mouse,Dorsal skin,Normal,Macrophage,CL_0000235,Csf1r,Csf1r,12978
Human,Lymphoid tissue,Normal,B cell,CL_0000236,MS4A1,MS4A1,931
Human,Lymphoid tissue,Normal,Pericyte,CL_0000669,RGS5,RGS5,8490
Human,Lymphoid tissue,Normal,T cell,CL_0000084,CD3D,CD3D,915
Human,Lymphoid tissue,Normal,Keratinocyte,CL_0000312,KRT1,KRT1,3848
Human,Lymphoid tissue,Normal,Secretory (glandular) cell,CL_0000151,SCGB1B2P,SCGB1B2P,643719
Human,Lymphoid tissue,Normal,Fibroblast,CL_0000057,COL1A1 ,,
Human,Lymphoid tissue,Normal,Endothelial cell,CL_0000115,VWF,VWF,7450
Human,Lymphoid tissue,Normal,Mast cell,CL_0000097,TPSAB1,TPSAB1,7177
Human,Lymphoid tissue,Normal,Dendritic cell,CL_0000451,CD1C,CD1C,911
Human,Lymphoid tissue,Normal,Macrophage,CL_0000235,AIF1,AIF1,199
Human,Lymphoid tissue,Normal,Smooth muscle cell,CL_0000192,DES,DES,1674
Human,Lymphoid tissue,Normal,Melanocyte,CL_0000148,PMEL,PMEL,6490
Mouse,Skin,Normal,Mesenchymal progenitor cell,CL_0000134,Pdgfra,Pdgfra,18595
Mouse,Skin,Normal,Mesenchymal cell,CL_0008019,PDGFRa,,
Mouse,Skin,Normal,Interstitial progenitor cell,,Pi16,Pi16,74116
Mouse,Skin,Normal,Mesenchymal progenitor cell,CL_0000134,Ly6a,Ly6a,110454
Mouse,Skin,Normal,Mesenchymal cell,CL_0008019,SCA1,,
Mouse,Skin,Normal,Interstitial progenitor cell,,Bmp7,Bmp7,12162
Mouse,Skin,Normal,Interstitial progenitor cell,,Dpp4,Dpp4,13482
Mouse,Skin,Normal,Mesenchymal progenitor cell,CL_0000134,Cd34,Cd34,12490
Mouse,Skin,Normal,Interstitial progenitor cell,,Wnt2,Wnt2,22413
Mouse,Skin,Normal,Mesenchymal progenitor cell,CL_0000134,Thy1,Thy1,21838
Mouse,Skin,Normal,Mesenchymal cell,CL_0008019,PDGFRb,,
Mouse,Skin,Squamous cell carcinoma(SCC),Tumor-initiating stem cell(tSC),,Sox9,Sox9,20682
Mouse,Skin,Squamous cell carcinoma(SCC),Tumor-initiating stem cell(tSC),,Cd34,Cd34,12490
Mouse,Skin,Squamous cell carcinoma(SCC),Suprabasal cell,,Krt10,Krt10,16661
Mouse,Skin,Squamous cell carcinoma(SCC),Suprabasal cell,,Krt6,,
Mouse,Skin,Squamous cell carcinoma(SCC),Langerhans cell,CL_0000453,Cd207,Cd207,246278
Mouse,Skin,Squamous cell carcinoma(SCC),Myeloid cell,CL_0000763,Cd11b,Itgam,16409
Mouse,Skin,Squamous cell carcinoma(SCC),Tumor-initiating stem cell(tSC),,Cd44,Cd44,12505
Mouse,Skin,Squamous cell carcinoma(SCC),Dendritic cell,CL_0000451,Cd11c,Itgax,16411
Human,Skin,Squamous cell carcinoma(SCC),Tumor-initiating stem cell(tSC),,CD34,CD34,2210
Mouse,Skin,Squamous cell carcinoma(SCC),Immune cell,CL_0000738,Cd45,Ptprc,19264
Mouse,Skin,Squamous cell carcinoma(SCC),Suprabasal cell,,Krt16,Krt16,16666
Mouse,Skin,Squamous cell carcinoma(SCC),Suprabasal cell,,Krt1,Krt1,16659
Human,Skin,Normal,CD4+ T cell,CL_0000624,GIPR,GIPR,2696
Human,Skin,Normal,CD4+ T cell,CL_0000624,SYTL2,SYTL2,54843
Human,Skin,Normal,CD4+ T cell,CL_0000624,ABCG2,ABCG2,9429
Human,Skin,Normal,CD4+ T cell,CL_0000624,LNPEP,LNPEP,4012
Human,Skin,Normal,CD4+ T cell,CL_0000624,ANXA7,ANXA7,310
Human,Skin,Normal,CD4+ T cell,CL_0000624,ERAP1,ERAP1,51752
Human,Skin,Normal,CD4+ T cell,CL_0000624,FYCO1,FYCO1,79443
Human,Skin,Normal,CD4+ T cell,CL_0000624,ZNF816A,ZNF816,125893
Human,Skin,Normal,CD4+ T cell,CL_0000624,STAT3,STAT3,6774
Human,Skin,Normal,CD4+ T cell,CL_0000624,CCDC66,CCDC66,285331
Human,Skin,Normal,CD4+ T cell,CL_0000624,AFF3,AFF3,3899
Human,Skin,Normal,CD4+ T cell,CL_0000624,HERC5,HERC5,51191
Human,Skin,Normal,CD4+ T cell,CL_0000624,UBLCP1,UBLCP1,134510
Human,Skin,Normal,CD4+ T cell,CL_0000624,IFIH1,IFIH1,64135
Human,Skin,Normal,CD4+ T cell,CL_0000624,LEKR1,LEKR1,389170
Human,Skin,Normal,T helper 2(Th2) cell,CL_0000546,AADACL2,AADACL2,344752
Human,Skin,Normal,CD4+ T cell,CL_0000624,GJB2,GJB2,2706
Human,Skin,Normal,T helper 2(Th2) cell,CL_0000546,KIAA0319,KIAA0319,9856
Human,Skin,Normal,T helper 2(Th2) cell,CL_0000546,FLG,FLG,2260
Human,Skin,Normal,T helper 2(Th2) cell,CL_0000546,NCAPG,NCAPG,64151
Human,Skin,Normal,CD4+ T cell,CL_0000624,ERAP2,ERAP2,64167
Human,Skin,Normal,CD4+ T cell,CL_0000624,METTL1,METTL1,4234
Human,Skin,Normal,T helper 2(Th2) cell,CL_0000546,ABO,ABO,28
Human,Skin,Normal,T helper 2(Th2) cell,CL_0000546,LMAN1,LMAN1,3998
Human,Skin,Normal,T helper 2(Th2) cell,CL_0000546,RELN,RELN,5649
Human,Skin,Normal,CD4+ T cell,CL_0000624,RASGRP1,RASGRP1,10125
Mouse,Skin,Normal,Regulatory M2-like Macrophage,,Sepp1,Selenop,20363
Mouse,Skin,Normal,Regulatory M2-like Macrophage,,Mrc1,Mrc1,17533
Mouse,Skin,Normal,Regulatory M2-like Macrophage,,Cd163,Cd163,93671
Mouse,Skin,Normal,Regulatory M2-like Macrophage,,Cd209,,
Human,Skin,Normal,Memory B cell,CL_0000787,DSAP,,
Human,Skin,Normal,Langerhans cell,CL_0000453,CD1A,CD1A,910
Human,Skin,Normal,Langerhans cell,CL_0000453,CD207,CD207,50489
Human,Skin,Normal,B cell,CL_0000236,CD19,CD19,930
Human,Skin,Normal,Plasmacytoid dendritic cell(pDC),CL_0000784,IL3RA,IL3RA,3563
Human,Skin,Normal,T cell,CL_0000084,CD3D,CD3D,915
Human,Skin,Normal,Normal cell,,TNPO3,TNPO3,23534
Human,Skin,Normal,Normal cell,,IRF5,IRF5,3663
Human,Skin,Melanoma,Myeloid cell,CL_0000763,TBX21,TBX21,30009
Human,Skin,Melanoma,Myeloid cell,CL_0000763,ITGAX,ITGAX,3687
Human,Skin,Melanoma,Myeloid cell,CL_0000763,NR4A2,NR4A2,4929
Human,Skin,Melanoma,Myeloid cell,CL_0000763,AREG,AREG,374
Human,Skin,Melanoma,Myeloid cell,CL_0000763,CD1C,CD1C,911
Human,Skin,Melanoma,Myeloid cell,CL_0000763,CLEC10A,CLEC10A,10462
Human,Skin,Melanoma,Myeloid cell,CL_0000763,PSAP,PSAP,23787
Human,Skin,Melanoma,Cancer cell,CL_0001064,MLANA,MLANA,2315
Human,Skin,Melanoma,B cell,CL_0000236,IGHG2,IGHG2,3501
Human,Skin,Melanoma,Natural killer cell,CL_0000623,CD45,PTPRC,5788
Human,Skin,Melanoma,B cell,CL_0000236,JCHAIN,JCHAIN,3512
Human,Skin,Melanoma,B cell,CL_0000236,IGHG1,IGHG1,3500
Human,Skin,Melanoma,Natural killer cell,CL_0000623,CD56,NCAM1,4684
Human,Skin,Melanoma,T cell,CL_0000084,CD3E,CD3E,916
Human,Skin,Melanoma,T cell,CL_0000084,CD3D,CD3D,915
Human,Skin,Melanoma,Macrophage,CL_0000235,LYZ,LYZ,4069
Human,Skin,Melanoma,T cell,CL_0000084,CD3G,CD3G,445347
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Nanog,Nanog,71950
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Sox2,Sox2,20674
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Cspg4,Cspg4,121021
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Aldh1a,,
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Slc2a13,Slc2a13,239606
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Msi1,Msi1,17690
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Alcam,Alcam,11658
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Prom1,Prom1,19126
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Pou5f1,Pou5f1,18999
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Lgr5,Lgr5,14160
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Bmi1,Bmi1,12151
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Bmp4,Bmp4,12159
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Tdgf1,Tdgf1,21667
Mouse,Skin,Head And Neck Squamous Cell Carcinoma,Stem cell,CL_0000034,Cxcr4,Cxcr4,12767
Mouse,Skin of back,Normal,Stem cell,CL_0000034,SOX9,,
Mouse,Skin of back,Normal,Stem cell,CL_0000034,KERATIN 24,,
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Maf,Maf,17132
Mouse,Skin,Normal,Basal outer layer cell,,Sfrp1,Sfrp1,20377
Mouse,Skin,Normal,Germinative layer cell,,Ccnb1,Ccnb1,268697
Mouse,Skin,Normal,Germinative layer cell,,Lef1,Lef1,16842
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Tchh,Tchh,99681
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Gata3,Gata3,14462
Mouse,Skin,Normal,Germinative layer cell,,Mt2,Mt2,244701
Mouse,Skin,Normal,Germinative layer cell,,Dcn,Dcn,13179
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Cux1,Cux1,13047
Mouse,Skin,Normal,Suprabasal outer layer cell,,Krt14,Krt14,16664
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Krt27,Krt27,16675
Mouse,Skin,Normal,Suprabasal outer layer cell,,Cst6,Cst6,73720
Mouse,Skin,Normal,Germinative layer cell,,Ube2c,Ube2c,68612
Mouse,Skin,Normal,Germinative layer cell,,Id3,Id3,15903
Mouse,Skin,Normal,Basal outer layer cell,,Scrg1,Scrg1,20284
Mouse,Skin,Normal,Basal outer layer cell,,Lgr5,Lgr5,14160
Mouse,Skin,Normal,Medulla cell,CL_1000504,Aldh1a3,Aldh1a3,56847
Mouse,Skin,Normal,Medulla cell,CL_1000504,Rgcc,Rgcc,66214
Mouse,Skin,Normal,Outer layer cell,,Apoe,Apoe,11816
Mouse,Skin,Normal,Skeletal muscle cell,CL_0000188,Des,Des,13346
Mouse,Skin,Normal,Outer layer cell,,Pthlh,Pthlh,19227
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Cryba4,Cryba4,12959
Mouse,Skin,Normal,Companion layer cell,,Krt75,Krt75,109052
Mouse,Skin,Normal,Suprabasal outer layer cell,,Apoe,Apoe,11816
Mouse,Skin,Normal,Skeletal muscle cell,CL_0000188,Acta1,Acta1,11459
Mouse,Skin,Normal,Basal outer layer cell,,Tagln,Tagln,21345
Mouse,Skin,Normal,Basal outer layer cell,,Edn2,Edn2,13615
Mouse,Skin,Normal,Germinative layer cell,,Id1,Id1,15901
Mouse,Skin,Normal,Cortex cell,CL_1000596,Rnaset2b,Rnaset2b,68195
Mouse,Skin,Normal,Langerhans cell,CL_0000453,Mfge8,Mfge8,17304
Mouse,Skin,Normal,Macrophage,CL_0000235,Emilin2,Emilin2,246707
Mouse,Skin,Normal,Medulla cell,CL_1000504,Kitl,Kitl,17311
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Krt72,Krt72,105866
Mouse,Skin,Normal,Outer layer cell,,Barx2,Barx2,12023
Mouse,Skin,Normal,Outer layer cell,,Krt6a,Krt6a,16687
Mouse,Skin,Normal,Germinative layer cell,,Hmgb2,Hmgb2,97165
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Fbp1,Fbp1,14120
Mouse,Skin,Normal,Medulla cell,CL_1000504,Csta1,Csta1,209294
Mouse,Skin,Normal,Cortex cell,CL_1000596,Krt35,Krt35,53617
Mouse,Skin,Normal,Basal outer layer cell,,Gnmt,Gnmt,14711
Mouse,Skin,Normal,Basal outer layer cell,,Il11ra1,Il11ra1,16157
Mouse,Skin,Normal,Medulla cell,CL_1000504,Krt75,Krt75,109052
Mouse,Skin,Normal,Macrophage,CL_0000235,Ccl6,Ccl6,20305
Mouse,Skin,Normal,Macrophage,CL_0000235,Cd209f,Cd209f,69142
Mouse,Skin,Normal,Medulla cell,CL_1000504,Fabp4,Fabp4,11770
Mouse,Skin,Normal,Macrophage,CL_0000235,Ly6c2,Ly6c2,100041546
Mouse,Skin,Normal,Dendritic cell,CL_0000451,Cd74,Cd74,16149
Mouse,Skin,Normal,Outer layer cell,,Cst6,Cst6,73720
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Krt71,Krt71,56735
Mouse,Skin,Normal,Outer layer cell,,Krt79,Krt79,223917
Mouse,Skin,Normal,T cell,CL_0000084,Cd3e,Cd3e,12501
Mouse,Skin,Normal,Macrophage,CL_0000235,Lyz1,Lyz1,17110
Mouse,Skin,Normal,Basal outer layer cell,,Porcn,Porcn,53627
Mouse,Skin,Normal,Red blood cell (erythrocyte),CL_0000232,Hba-a1,Hba-a1,15122
Mouse,Skin,Normal,Macrophage,CL_0000235,C1qa,C1qa,12259
Mouse,Skin,Normal,Medulla cell,CL_1000504,Tnni1,Tnni1,21952
Mouse,Skin,Normal,Cortex cell,CL_1000596,Tagln3,Tagln3,56370
Mouse,Skin,Normal,Medulla cell,CL_1000504,Foxq1,Foxq1,15220
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Prss53,Prss53,330657
Mouse,Skin,Normal,Suprabasal outer layer cell,,Pthln,,
Mouse,Skin,Normal,Dendritic cell,CL_0000451,Cd209a,Cd209a,170786
Mouse,Skin,Normal,Inner root sheath cell,CL_0002560,Krt73,Krt73,223915
Mouse,Skin,Normal,Suprabasal outer layer cell,,Krt6a,Krt6a,16687
Mouse,Skin,Normal,Cortex cell,CL_1000596,Selenbp1,Selenbp1,20341
Mouse,Skin,Normal,T cell,CL_0000084,Nkg7,Nkg7,72310
Mouse,Skin,Normal,Suprabasal outer layer cell,,Krt5,Krt5,110308
Mouse,Skin,Normal,Langerhans cell,CL_0000453,Cd207,Cd207,246278
Mouse,Skin,Normal,Suprabasal outer layer cell,,Barx2,Barx2,12023
Mouse,Skin,Normal,Suprabasal outer layer cell,,Krt79,Krt79,223917
Mouse,Skin,Normal,Cortex cell,CL_1000596,Dapl1,Dapl1,76747
Mouse,Skin,Normal,Cortex cell,CL_1000596,Krt36,Krt36,16673
Mouse,Skin,Normal,T cell,CL_0000084,Thy1,Thy1,21838
Mouse,Skin,Normal,Cortex cell,CL_1000596,Krt31,Krt31,16660
Mouse,Skin,Normal,Basal outer layer cell,,Fgf5,Fgf5,14176
Mouse,Skin,Normal,Suprabasal outer layer cell,,Wfdc18,Wfdc18,14038
Mouse,Skin,Normal,Cortex cell,CL_1000596,Hspb1,Hspb1,15507
Human,Skin,Melanoma (circulating),Stem cell,CL_0000034,ABCB5,ABCB5,340273
Mouse,Skin,Normal,Fibroblast,CL_0000057,Col1a2,Col1a2,12843
Mouse,Skin,Normal,Epithelial cell,CL_0000066,Krt14,Krt14,16664
Mouse,Skin,Normal,Spinous cell,, Krt1,,
Mouse,Skin,Normal,Epithelial cell,CL_0000066,Krt1,Krt1,16659
Human,Skin,Normal,Dendritic cell,CL_0000451,Itgax,,
Human,Skin,Normal,Dendritic cell,CL_0000451,MHCII,,
Human,Skin,Normal,Dendritic cell,CL_0000451,Cd209d,,
Human,Skin,Normal,Dendritic cell,CL_0000451,Cd209a,,
Human,Skin,Normal,Dendritic cell,CL_0000451,Mgl2,,
Mouse,Fetal skin,Normal,T cell,CL_0000084,CD45RA,,
Mouse,Fetal skin,Normal,T cell,CL_0000084,CD8,,
Mouse,Fetal skin,Normal,T cell,CL_0000084,CD4,,
Human,Skin,Normal,Regulatory T (Treg) cell,,FOXP3,FOXP3,50943
Human,Skin,Normal,Proliferating cell,,DUT,DUT,1854
Human,Skin,Normal,Natural killer cell,CL_0000623,NKG7,NKG7,4818
Human,Skin,Normal,Endothelial cell,CL_0000115,PECAM1,PECAM1,5175
Human,Skin,Normal,Macrophage,CL_0000235,CD15,FUT4,2526
Human,Skin,Normal,Proliferating cell,,TYMS,TYMS,7298
Human,Skin,Normal,Sweat gland cell,,DCD,DCD,117159
Human,Skin,Normal,Keratinocyte,CL_0000312,KRT1,KRT1,3848
Human,Skin,Normal,Dendritic cell,CL_0000451,CD1 A,,
Human,Skin,Normal,Fibroblast,CL_0000057,COL1A1,COL1A1,1277
Human,Skin,Normal,Sweat gland cell,,AQP5,AQP5,362
Human,Skin,Normal,Melanocyte,CL_0000148,PMEL,PMEL,6490
Human,Skin,Normal,Smooth muscle cell,CL_0000192,ACTA2,ACTA2,59
Human,Skin,Normal,Langerhans cell,CL_0000453,CD207,CD207,50489
Human,Skin,Normal,Monocyte,CL_0000576,CD14,CD14,4695
Human,Skin,Normal,Keratinocyte,CL_0000312,KRT5,KRT5,3852
Human,Skin,Normal,Dendritic cell,CL_0000451,CD1 C,,
Human,Skin,Normal,Endothelial cell,CL_0000115,CD31,PECAM1,5175
Human,Skin,Normal,Mast cell,CL_0000097,TPSAB1,TPSAB1,7177
Human,Skin,Normal,Natural killer cell,CL_0000623,GZMB,GZMB,3002
Mouse,Skin,Normal,B cell,CL_0000236,CD19,,
Mouse,Skin,Normal,B cell,CL_0000236,CD79A,,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,HELIOS (IKZF2),,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,CD25 (Il2RA),,
Mouse,Skin,Normal,Natural killer cell,CL_0000623,Nkg7,Nkg7,72310
Mouse,Skin,Normal,Antigen-presenting cell,CL_0000145,CD207,,
Mouse,Skin,Normal,Langerhans cell,CL_0000453,EPCAM,,
Mouse,Skin,Normal,T cell,CL_0000084,CD3D,,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,FOXP3,,
Mouse,Skin,Normal,Natural killer cell,CL_0000623,CD94 (Klrd1),,
Mouse,Skin,Normal,T cell,CL_0000084,CD4,,
Mouse,Skin,Normal,T cell,CL_0000084,Cd3d,Cd3d,12500
Mouse,Skin,Normal,T cell,CL_0000084,CD8A,,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,NEUROPILIN (NRP1),,
Mouse,Skin,Normal,CD8+CCR7+ T cell,,CD62L(Sell),,
Mouse,Skin,Normal,Langerhans cell,CL_0000453,CD207,,
Mouse,Skin,Normal,Antigen-presenting cell,CL_0000145,ITGAX,,
Mouse,Skin,Normal,Antigen-presenting cell,CL_0000145,XCRL,,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,GITR (TNFRSF18),,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,PRF1,,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,TIGIT,,
Mouse,Skin,Normal,Antigen-presenting cell,CL_0000145,ITGAM,,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,CTLA4,,
Mouse,Skin,Normal,Regulatory T (Treg) cell,,GZMB,,
Mouse,Skin,Normal,CD8+ T cell,CL_0000625,GZMB,,
Mouse,Skin,Normal,T cell,CL_0000084,CD28,,
Mouse,Skin,Normal,CD8+ T cell,CL_0000625,PRF4,,
Mouse,Skin,Normal,CD8+ T cell,CL_0000625,CD44,,
Mouse,Skin,Normal,CD8+CCR7+ T cell,,CCR7,,
Mouse,Skin,Normal,CD8+ T cell,CL_0000625,NKG2D (Klrk1),,
Mouse,Skin,Normal,CD8+ T cell,CL_0000625,CXCR3,,
Mouse,Skin,Normal,Natural killer cell,CL_0000623,NKG2A (Klrc1),,
Mouse,Skin,Normal,Natural killer cell,CL_0000623,NKG2C (Klrc2),,
Human,Skin,Normal,Fibroblast,CL_0000057,CXCL14,CXCL14,9547
Human,Skin,Normal,Pericyte,CL_0000669,MCAM,MCAM,4162
Human,Skin,Normal,Myofibroblast,CL_0000186,MMP14,MMP14,4323
Human,Skin,Normal,Pericyte,CL_0000669,CD146,MCAM,4162
Human,Skin,Normal,Fibroblast,CL_0000057,PLA2G2A,PLA2G2A,5320
Human,Skin,Normal,Fibroblast,CL_0000057,SFPR4,,
Human,Skin,Normal,Endothelial cell,CL_0000115,CD31,PECAM1,5175
Human,Skin,Normal,Pericyte,CL_0000669,JAG1,JAG1,182
Human,Skin,Normal,Myofibroblast,CL_0000186,MAFB,MAFB,9935
Human,Skin,Normal,Myofibroblast,CL_0000186,ATAC2,KAT14,57325
Human,Skin,Normal,Epithelial cell,CL_0000066,EPCAM,EPCAM,4072
Human,Skin,Normal,Neuroectoderm cell,,PAX6,PAX6,5080
Human,Skin,Normal,Dermal cell,,SFRP2,SFRP2,6423
Human,Skin,Normal,Dermal cell,,TCF4,TCF4,6934
Human,Skin,Normal,Pharyngeal arch mesenchyme cell,,DLX4,DLX4,1748
Human,Skin,Normal,Anterior cell,,PAX6,PAX6,5080
Human,Skin,Normal,Dermal cell,,WIF1,WIF1,11197
Human,Skin,Normal,Pharyngeal arch  cell,,PAX8,PAX8,7849
Human,Skin,Normal,Schwann cell precursor cell,,MPZ,MPZ,4359
Human,Skin,Normal,Dermal cell,,APCDD1,APCDD1,147495
Human,Skin,Normal,Cranial neural crest cell,CL_0000008,POSTN,POSTN,10631
Human,Skin,Normal,Peridermal keratinocyte,,KRT4,KRT4,3851
Human,Skin,Normal,Basal keratinocyte,,CXCL14,CXCL14,9547
Human,Skin,Normal,Fibroblast,CL_0000057,TRIL,TRIL,9865
Human,Skin,Normal,Cranial neural crest cell,CL_0000008,PLP1,PLP1,5354
Human,Skin,Normal,Pharyngeal arch 1 mesenchyme cell,,PITX1,PITX1,5307
Human,Skin,Normal,Fibroblast,CL_0000057,APCDD1,APCDD1,147495
Human,Skin,Normal,Epidermal progenitor cell,,TP63,TP63,8626
Human,Skin,Normal,Neuroectoderm cell,,OTX1,OTX1,5013
Human,Skin,Normal,Cranial neural crest-derived mesenchymal cell,,TWIST1,TWIST1,7291
Human,Skin,Normal,Stem cell,CL_0000034,NFATC1,NFATC1,4772
Human,Skin,Normal,Surface ectoderm cell,CL_0000114,TFAP2A,TFAP2A,7020
Human,Skin,Normal,Surface ectoderm cell,CL_0000114,HAND1,HAND1,9421
Human,Skin,Normal,Fibroblast,CL_0000057,PAX1,PAX1,5075
Human,Skin,Normal,Intermediate keratinocyte,,KRT1,KRT1,3848
Human,Skin,Normal,Cranial neural crest cell,CL_0000008,TFAP2A,TFAP2A,7020
Human,Skin,Normal,Merkel cell,CL_0000242,ATOH1,ATOH1,474
Human,Skin,Normal,Cranial neural crest cell,CL_0000008,MPZ,MPZ,4359
Human,Skin,Normal,Posterior placode cell,,GBX2,GBX2,2637
Human,Skin,Normal,Epidermal cell,CL_0000362,WNT6,WNT6,7475
Human,Skin,Normal,Neuroectoderm cell,,HES5,HES5,388585
Human,Skin,Normal,Pharyngeal arch mesenchyme cell,,POSTN,POSTN,10631
Human,Skin,Normal,Posterior cell,,GBX2,GBX2,2637
Human,Skin,Normal,Epidermal posterior cell,,TP63,TP63,8626
Human,Skin,Normal,Surface ectoderm cell,CL_0000114,WNT6,WNT6,7475
Human,Skin,Normal,Placode cell,,SIX1,SIX1,6495
Human,Skin,Normal,Neuroectoderm cell,,PAX3,PAX3,5077
Human,Skin,Normal,Placode cell,,PAX3,PAX3,5077
Human,Skin,Normal,Cranial neural crest cell,CL_0000008,PAX3,PAX3,5077
Human,Skin,Normal,Posterior cell,,PAX8,PAX8,7849
Human,Skin,Normal,Posterior cell,,SIX1,SIX1,6495
Human,Skin,Normal,Cranial neural crest cell,CL_0000008,SOX10,SOX10,6663
Human,Skin,Normal,Anterior cell,,SIX1,SIX1,6495
Human,Skin,Normal,Stem cell,CL_0000034,LHX2,LHX2,9355
Human,Skin,Normal,Anterior cell,,DLX5,DLX5,1749
Human,Skin,Normal,Cycling cell,,MKI67,MKI67,4288
Human,Skin,Normal,Merkel cell,CL_0000242,ISL1,ISL1,3670
Human,Skin,Normal,Epidermal progenitor cell,,WNT6,WNT6,7475
Human,Skin,Normal,Merkel cell,CL_0000242,KRT20,KRT20,54474
Human,Skin,Normal,Stem cell,CL_0000034,KRT15,KRT15,3866
Human,Skin,Normal,Epidermis cell,,KRT19,KRT19,3880
Human,Skin,Normal,Mesenchymal cell,CL_0008019,TWIST2,TWIST2,117581
Human,Skin,Normal,Anterior placode cell,,OTX1,OTX1,5013
Human,Skin,Normal,Merkel cell,CL_0000242,KRT8,KRT8,3856
Human,Skin,Normal,Mesenchymal cell,CL_0008019,PRRX1,PRRX1,5396
Human,Skin,Normal,Epidermis cell,,WNT6,WNT6,7475
Human,Skin,Normal,Placode cell,,PAX8,PAX8,7849
